,Title,Intervention Area
267,grow water provider experiment payment reduce operational expense streamline service delivery understand experience water provider emerge cgap gsma studied experience organization africa asia latin america paper describe highlight lesson learn benefit challenge organization encounter digitize payment digitize payment benefit financial consideration data trail enable provider offer high level service improve customer willingness pay facilitate digitization business function bill meterreading customer service contribute great efficiency,Digital Finance
268,highquality satellite data increasingly leverage advance machine learningthe ability computer analyze data scaleproviders gain valuable insight customer economic environmental demographic characteristic guide explain foundational concept machine learn financial service provider apply method leverage satellite image purpose credit score guide focus smallholder finance provider application estimate local infrastructure housing income level assess effectiveness farming practice crop insurance risk calculation forecast yield combat food security problem apply recommendation guide sample cover deeplearningmodels train predict crop yield kenya,Digital Finance
269,presentation cgap challenge education sector roles finance address barrier opportunity benefit finance,Digital Inclusion
270,credit expand rapidly kenya tanzania limit evidence risk customer face largescale survey conduct kenya tanzania fill gap,Digital Finance
271,paper story united nation mobile money poor mmp team uganda exporter kyagalanyi coffee limit kcl digitize cash crop coffee addition address complex dynamic digitize agricultural chain paper illustrate organization sector embark threeyear journey digitize ugandas coffee chain solution build lesson learn fueled digitization agricultural chain ugandaparticularly tea dairy maize help build foundation enables great financial inclusion smallholder farmer increase financial participation farmer trader offtakers exporter formal economy,Digital Finance
272,eko india fintech company brother abhishek abhinav sinha core business model agent offer customer pay cash counter remittance service bank service provider customer low moderateincome earner urban intrigue eko story meet eko leadership closer eko leveraged open apis key business transformation connect platform thirdparty business connect third party eko scale distribution reach agent three expand coverage india currently agents rural india,Digital Finance
273,elevate collective voice financial service dfs consumer power financial sector strong consumer voice regulator gain understanding risk face consumer adapt regulation financial service responsible cgap identify three opportunity elevate consumer voice deserve support consumer association regulatory consultative body elevate consumer voice paper explore potential impact incorporate collective voice consumer financial sector policy regulation opportunities funders help elevate voice,Digital Inclusion
274,proliferation mobile phone ownership develop major opportunity womens financial inclusion mobile phone ownership potential address barrier woman face access financial service mobility safety privacy data gallup poll question woman mobile phone ownership national survey,Digital Inclusion
275,fintech company combine access data deliver financial service experience customer proliferate emerge develop economy emdes solution underserved lowincome remote customer general excitement fintechs generate global specific fintech innovation solve pain point financial inclusion cgap launch program understand fintech innovation draw clear link financial inclusion supported pilot fintechs africa south asia financial service lowincome underserved customer goal explain innovation detailed generate insight service underserved customer iii ease ageold pain point deliver financial service underserved customer paper write funderswhether donor investor finance institution philanthropic organizationswho engage fintechs advance financial inclusion cgaps identifies fintech innovation offer potential financial inclusion highlight challenge fintechs early stage face inhibit ability impact financial inclusion,Digital Inclusion
276,expansion financial account poor customer raise question emoney cover deposit insurance technical note examines option argue deposit insurance defense primary reason emerge authority limit resource focus strong prudential regulation supervision ensure safe sound institution second electronic money issuer engage narrow pose limited systemic risk compare financial institution intermediate deposit issue credit,Digital Finance
277,solution agriculture continue grow landscape teem numerous actor tool emerge bangladesh feed future commission study followon assessment order deepen update understanding countrys agriculture landscape frontier strategic impact advisor conduct assessment march finding remote consultation institutional actor bangladeshs agriculture agtech sector tool user farmer livestock service provider extension worker,Digital Finance
278,mstar cooperative agreement usaids global lab lab fhi foster rapid adoption scaleup mstar closely teams lab center labcdd additionally support team usaid mission objective technical assistance leadership dd build evidencebased practice standard enable effective programming learn organize focus financial service dfs inclusion di informatics devinfo feed future dftf knowledge insight ki,Digital Finance
279,study explore nexus youth agriculture highlight insight metaanalysis effort government global food security strategy gfss engage youth agriculture icts analysis challenge hinder youth involvement agriculture family pressure lack perceived profitability access land access finance access education technical training resource study continue analysis potential opportunity improve engagement youth agriculture shift perception farm rural family expose youth agriculture early incorporating aspect chain farm increase profitability productivity farm introduce agriculture problem youth resolve illustrate organization gfss latin america africa asia icts engage youth rural inspire agriculture career discuss depth agrijoven rana labs guatemala cocoalink ghana ict agri nepal study concludes recommendation usaid staff implement partner organization engage youth agricultural programming icts,Upskilling/ Capacity Building
280,assessment seek add mission private sector stakeholder database expand understand private sector goal challenge relationship building contact identify appropriate actor potential short longterm partnership assessment team psla desk review inperson consultation usaidegypt staff march current trend opportunity egypt review relevant external publication internal mission document effort team private sector database mission leverage local expertise network identify contact local regional multinational firm investor key sector business align usaids objective,Digital Infrastructure Development
281,key regulatory enabler building inclusive financial service special licensing window electronic money issuer emis emis low risk profile bank regulatory oversight special licensing category recognize role store customer fund convert emoney hold basic transaction account extend credit fund open dfs provider nonbank emoney license cater business three introduce special banking license category payment bank license technical note analyze payment bank license craft compare advantage disadvantage emi license versus payment bank license,Digital Finance
282,emergence payasyougo paygo solar excite trend energy access scalable model distribute energy reach offgrid household core paygo solar affordability solution connect loan repayment energy household acquire solar paygo company sector capital form receivables finance continue grow dalberg advisor light global paygo solar average opportunity distribute solar viable energy option customer inside bank approve loan desperately sector young strange unnecessarily risk financial disruption customer safeguard,Digital Finance
283,explores gender gap financial inclusion smallholder family tanzania mozambique unique survey data nationally representative smallholder client segment represent subset betterresearched agricultural rural household observe survey,Digital Inclusion
284,billion young people lowincome navigate transition adulthood engage form education employment financial service play role path deliver positive outcome youth platform change delivery opening unprecedented opportunity youth access education train financial nonfinancial service crucial question remain design deliver comprehensive scale effective role partner outcome vary youth gender rurality factorstherefore stakeholder join force coordinate meet varied young people paper write policy maker funders outline evidence highlight question deliver comprehensive broadreaching scale,Digital Inclusion
285,republic moldova enable environment business economy pilot undertaking usaids diagnostic tool system analytic framework economy safde drawn policy objectives international best practice safde consolidate key qualitative quantitative data purpose assess business enable environment bee policy legal regulatory institutional political economy condition support privatesector engage directly indirectly internetoriented tool resource,Digital Finance
286,asean economic blueprint commits region promote resilient inclusive peoplecentered asean summit november asean leader adopt series document clear economy great opportunity region call gender mainstreaming aec paper bring theme recommendation asean economic consolidated strategic action plan aec csap implement promote womens economic empowerment barrier industry enterprise drive innovation emphasize asean declaration innovation discuss paper identifies inform practical opportunity asean adopt weeenhancing policy regulatory framework special emphasis promote womenowned msmes,Digital Inclusion
287,literature review private sector participation economy asean member,Digital Finance
288,cover multiple sector kosovos critical economy ict start ict start play increase role kosovos economic growth kosovo strategy ict sector kosovo despite limited grow share economic output develop promising sector generate economic growth potential government kosovo recognize list ict sector top priority sector contribute economic sector offer high promise generate job young male female entrepreneur increase level export ict sector full range electronic communication society service poise immense growth service sector kosovos economy,Digital Finance
289,southeast asian economy experience transformation stagger proportion firm grab gojek rapidly transform large private sector business vietnam transformation region internal people secondhighest mobile telecommunication penetration southeast asia technically capable workforce strong base covid pandemic serve crucible vietnam economy usaidvietnam execute buyin frontier explore issue egovernance countrys industrial revolution strategy buyin team engage analysis innovation ecosystem recognize framework order ass gap prevent vietnams private sector economy competitive innovative responsible inclusive usaid recommendation program contribute help address challenge,E-government
290,usaid kosovo compete hereinafter refer compete august purpose promote resilient selfsustaining system facilitate private sector improve competitiveness local regional global utilizes system align usaids private sector engagement policy compete focus three key exportoriented sectorswood processing communication ict food processingto sustainably increase competitiveness address constraint system enable scalable systemic change stimulate job creation foster private sector increase ability engage local regional international expect three sector system strengthen increase sector competitiveness actor system productive competitive,Digital Information Services
291,nickol global solution ng woman small business award usaidfunded window service platform enhance accountability owsopea commence october threeyear pilot test civic call civic tech increase capability civilians access engage feedback government service donor engagement cambodia window service office owso civic tech solution test improve citizen knowledge government service offer owsos tasked piloting sustainable ngss program center understanding owso landscape ng engage consultant november december conduct produce final analysis regulatory environment technicalproject support civic landscape,Digital Inclusion
292,establishment west africa health informatics team wahit envision complement supplement health informatics technical assistance region wahit design improvement national regional help strengthen public health system build local software engineering capacity support longterm sustainability investment region wahit lead waho funding agency international technical support usaids health policy hp wahit establish technical leadership support ministry health moh ecowas priority ebolaaffected guinea liberia sierra leone usaidwa task west africa evidence conduct prospective operation por researchbased evidence trend awareness demand satisfaction wahit service,Data Systems & Development
293,study undertake double bottom analysis assess economic social ugandas national system populationbased survey representative entire conduct adult ugandan age cost benefit data collect relevant government agency costbenefit analysis government investment roll national conduct,E-government
294,develop government increasingly cognizant opportunity ecommerce platform help smes export import service fuel inclusive growth economy hop generate regulatory reform trade facilitation effort sme export promotion program sme finance facility materially improve odds develop smes online platform trade ultimately hoped fuel growth platform enable trade smes engage platformenabled trade develop segment womenled rural enterprise,Digital Finance
295,evaluation west africa health informatics team wahit pilot design technical leadership support moh ecowas initial focus ebolaaffected guinea liberia sierra leone main goal endline measurement wahit por ass trend awareness demand satisfaction wahit service,Data Systems & Development
296,comprehensive desk review relevant identifies key weaknesses barrier successful sme access finance smes analyzes strategiesapproaches effective contribution overcome constraint review best practice experience af strategic lesson learn international regional level gap analysis finding focus improve design generation af strategy fintech financial service dfs program mena region goal support bureau mena field mission effectively address critical countrylevel policy institutional informational constraint limit effective integration large network smes formal financial system,Digital Finance
297,paper commission innovation change network implement social medium exchange smex seek understand potential access usage money crowdfunding increase civil society sustainability middle east north africa mena region focus describe emerge ecosystem crowdfunding mena region analysis technological regulatory cultural factor impact availability usage adoption money tool investigate tool viable funding option actor civic space civil society organization csos,Digital Inclusion
298,senegal majority farmer system monitor crop production generally producer tool effectively manage input monitor evaluate performance learn experience strengthen credibility chain support organization financial institution technical partner agricultural support typically staterun extension service technical agency control data collection analysis producer depend access data plan carry effectively cereal sector producer network industrial scale manufacturer senegal river valley document limited manner operation relate credit input supply marketing followup membership easytouse accessibility computer equipment improvement connectivity rural exposure producer usher wide decentralized management producer level landscape solution typically implemented partner continue rely external data management provider,Data Systems & Development
299,effort understand platform jobmatching employment condition worker gig economy study examine impact platform domestic sector south africa employment relationship condition change platform enable improved access quality develop labor platform support undermine worker ability bargain adequate wage compensation term condition labor study examines impact sweepsouth ondemand clean service platform south africa employment relationship condition wage ability collectivize bargain,Digital Information Services
300,component usaid jordan medium assessment jma white paper aim assess government jordan goj medias response current covid crisis start midfebruary method disseminate message public traditional tool combat misinformation addition paper overview role traditional medium outlet shape public opinion influence public behavior combat rumor spread fact short period independent social medium discourse commentary activists academic gojs proactive communication effort covid crisis contribute rebuild level trust society large increase transparency,Digital Literacy
301,online outsource microwork platform drive demand medium largescale enterprise locate developed worker cater demand locate develop oversupply labor online platform initiate race bottom wage platforms spiral online gig recommend viable alternative economic opportunity lowincome bid understand changing contour platform economy promote support worker agency study examines role online informationsharing tool social medium forum study examines online tool social medium forums worker turkers amazon mechanical turk amt amt longestrunning online microwork marketplace operated amazon amazon web service,Digital Finance
302,power africa insight opportunities risk associated cte divoires offgrid solar energy company investor government stakeholder deeper understand assessment conduct stakeholder partner power africa recognize gap assessment,Digital Inclusion
303,paper examines cryptocurrency generally underlying limitation promise characteristic financially international regulation ukraine general reader understand key issue decide cryptocurrency accept exchange fade private money issuance financial authority understand cryptocurrency economic function performs risk pose financial service consumer,Digital Finance
304,government sindh prioritize investment mobilization key driver economic growth province order help improve selfreliance develop valueadded export improve skill enhance employment province commission usaids small medium enterprise smea policy framework investment mobilization sindh extensive diagnostic primary field comprehensive policy legal institutional analysis,Digital Finance
305,enterprise global competitiveness compete achieve scale breadth program west bank gaza partner beneficiary farmer firm support organization sector subsectors chain engage palestinian private sector depth breadth interviewee evaluation recognize compete invest evidence initiative promote competitiveness export orientation aspiration purpose external performance evaluation assist usaidwest bank gaza usaidwbg assess performance main objective term sustainability evaluation lesson learn recommendation future relation private sector consideration usaid economic growth infrastructure team,Digital Finance
306,digitization national economy ecommerce national priority moldova reflect ecommerce roadmap develop early ministry economy infrastructure exacerbate pandemic crisis effectively ecommerce potential enhance economy drive export government enhance tax collection ecommerce thrive stakeholder ensure conducive environment usaid moldova structural reform program msrp commission rapid review ecommerce landscape moldova view identify roadblock offer support ecommerce,Digital Inclusion
307,connect digiances aim improve access remittance financial service solution conduct cgap giz central bank jordan build survey persontoperson remittance appetite mobile financial service lowincome jordanian syrian refugee jordan cover broad access financial service syrian refugee,Digital Inclusion
308,open banking regime wide range user fintechs access customer data lock inside bank financial institution develop innovative financial product service low cost suit consumer policy maker regulator emerge develop recognize potential benefit open banking regime uncertain design support financial inclusion objective paper cgap examine regime identify critical design component serve poor people,Digital Inclusion
309,public health agency adopt help determine infect covid trace contact effort people treatment quarantine paper publish science stanford health policy michelle mello jason wang examine fight covid weigh key ethical governance consideration,E-government
310,step taiwan protect people step replicate stanford health policy jason wang md phd associate professor pediatrics stanford medicine phd policy analysis credit native taiwan robust pandemic prevention plan place sars outbreak,E-government
311,era big data ai people suffer sum individual data analyse sorted algorithms novel form collective datadriven harm appear result online housing job credit ad discriminate basis race gender woman disqualify job basis gender foreign actor lightright pull farright public debate government law illequipped deal collective oppose individual harm,Data Privacy
312,purpose internet prevalent adolescent prompt thought concern potential benefit adverse adolescent learn outcomes empirical literature impact internet adolescent learn outcome mixed study examine causal relationship rural china order bridge gap empirical analysis investigate internet learn outcomes adolescent rural china,Digital Inclusion
313,education poor disadvantage population longstanding challenge education system develop develop china student rural migrant lag urban counterpart term academic achievement fall catch parent skills money remedial tutor rural teacher student individual attention grow educator policymakers help underperforming student catch computer assist learning cal cal effective internationally china traditional softwarebased cal program difficult costly implement online version cal ocal bypass offline cals implementation problem enhance remedial tutor experience objective paper examine impact ocal academic nonacademic performance student explore mechanism ocals impact,Upskilling/ Capacity Building
314,effectiveness educational edtech improve outcome poor marginalized student documented study conduct develop relevant involve randomize study develop contexts scarce objective current study examine inschool computer assist learning cal improve math performance primary outcome academic attitude secondary outcomes rural student taiwan marginalize subgroup rural student call xinzhumin seek identify factor associate effectiveness,Data Systems & Development
315,cyber risk topic attract considerable academic industry government attention progress modest sufficient answer call action prestigious committee agency industry academic cyber risk complexity piecemeal uncoordinated typical emergent preparadigmatic field complicate matter multidisciplinary characteristic cyber risk order advance pace progress scholar industry practitioner policymakers agenda cyber risk cyber insurance account variety field relevant problem space propose cyber risk unify concept model identifies discipline study add concept model identify collaboration opportunity major question agenda unpack major question manageable tactical question address,Cybersecurity
316,objective study investigate feasibility leverage big data source twitter facebook radio data improve evaluation gender equality womens empowerment initiative study seek understand role big data evaluate contribution woman womens political participation leadership wpp mexico pakistan study challenge access big data source distinct barrier wpp document access analyse triangulate big data source traditional data feasible credible robust insight effectiveness woman,Data Systems & Development
317,united nation entity gender equality empowerment woman woman outline big data organic unstructured data monitoring sustainable goal sdgs relation woman background big data facilitate ass progress sdgs focus sdg achieve gender equality empower woman girl benefit big data real data risk elite capture privacy policy implication incorporate cycle plan evaluation associate big data improve life woman girl finally identify concrete data innovation sector gender dimension,Data Systems & Development
318,toolkit gsma design help researcher collect comparable accurate data woman men reliable valid question qualitative quantitative low middleincome order understand measure difference womens men internet access,Digital Inclusion
319,policy paper department international dfid united kingdom describes goal strategy accelerate progress global goal mobile phone internet overcome barrier lack access possibility harmful concentration monopoly rise inequality corporate control empower citizen dfid aims support internet service scale economically poor people collaborate government common platform system redesign departmental service responsive uk public beneficiary partner supplier civil servant data inform delivery uk aid strategy global goal,Policy & Regulation or Digital Services
320,mobile internet conduit threat bully online identity theft mobilerelated safety concern wide range unsolicited harass phone call text message cyberbullying online harassment mobile theft feel unsafe uncomfortable purchasing topping device,Digital Inclusion
321,guest blog ictworks website jonathan donner update conventional ictd frame xd acknowledge change application establish tool telecentres laptop child youtube early nokia phone concept ictd facebook iphones mpesa android apps whatsapp horizon rapidly shift mobile china india claim large billion subscriber grameen village phone explore reach mobile md majority people phone half online gap access woman user language region mobile social medium central facebook access billion user billion log daily user online email address whatsapp medium share church informal enterprise civil disobedience,Digital Infrastructure Development
322,article explore potential role pitfall challenge socalled big data shape future vaccinology move tailor personalised vaccine design administration describe conventional vaccinology bear vaccinology second generation vaccine vaccine tetanus diphtheria anthrax pneumonia influenza hepatitis lyme disease shift vaccinology big data characterise high volume velocity variety data big data source cuttingedge highthroughput electronic registry social medium social network,Data Systems & Development
323,increased access refugee mobile leveraging tool frequently systematic manner source support education delivery administration support service refugee contexts second edtech unesco address potential mobile education refugee search academic database selective web search semistructured interview expert practitioner refugee involve mobile learn initiative author write review relevant paper analysis distinct,Digital Inclusion
324,medic mobile launch nepal mobile phonebased health monitoring solution simple data capture interface appropriate health worker chws low level literacy technical skill unescopearson initiative literacy improve livelihood study series highlight inclusive solution help people low skill low literacy level support skill ultimately improve livelihood contribution achieve sustainable goal education recognise usercentered design extensive collaboration user key stakeholder medic mobile develop design mhealth solution low literacy traditional technical order address maternal mortality infant mortality connect coordinated health access,Digital Literacy
325,usaid feed future programme document design demonstrate tool agriculture overview tool currently field agency international usaid mission resource attempt implement tool programmes feed future dftf team collaboration global lab lab bureau food security bfs usaid describes tool phase plan access list opportunity programme affiliate develop mobile connectivity offering appendix increase mobile subscriber mobile penetration population increase economy agriculture best practice integrate principle,Digital Infrastructure Development
326,purpose guide help health authority health officer align health system data source standard best practice ensure reliable data produce comparable statistic level health system guide publish measure evaluation funding united agency international usaid design increase efficiency improve quality nationallevel indicator benchmarking relative facilitate participation global goal increase confidence stakeholder statistic system generates,Data Systems & Development
327,guideline intend strengthen national health system tool guide decision security privacy confidentiality personal health collect manage mobile device mhealth comprise layer data security privacy confidentiality data life cycle layer national organizational policy data collection management storage user behavior layer careful analysis identify protect potential vulnerability sensitivity health data developer mobile apps health build system secure backend database minimal personal health data device ensure hardware software communication channel device system secure guideline help mhealth program manager ministry health official systematically address mhealth data privacy security issue layer guideline explore common vulnerability propose proactively address reduce possibility data breach guideline address overarch topic national data leadership governance user behavior training topic technologyspecific mobile device hardware operate system application network data storage,Cybersecurity
328,drive develop educational model improve educational system west bank gaza ministry education release curriculum grade design emphasise educational best practice curriculum involve distribute computer tablet student launch unit learn innovation center continue education birzeit university bzu seek assist teacher adoption curriculum support evolution curriculum close gender gap concept social change future aim support quality open educational resource arabic language ultimately seek inform west bank gaza ministry education policy digitise education,Digital Literacy
329,adoption district health system version dhis national electronic data management platform nigeria dhis ri dashboard initiated address absence routine immunisation rispecific indicator dhis intend improve visibility monitoring ri indicator strengthen broad national health management system promote routine data decision governance level paper document challenge lesson learn implement nigeria,Data Systems & Development
330,electronic immunisation system iis efficient collect access retrieve immunisation data analyse facilitate immunisation data public health decisionmaking article finding rapid assessment select electronic health system ehis immunisation component kenya lesson learn guide future effort design implementation ehis support national vaccine immunization program nvip kenya,Data Systems & Development
331,usaid feed future programme document discuss accelerate amplify usaid investment sustainable agriculture food security key barrier develop insurance agriculturalists lack awareness understanding insurance household high overhead cost associate data collection claim iii limited availability insurance product meet economically poor lowincome farmer,Digital Finance
332,transformation government europe cornerstone achieve single vision broader eu goal ministerial declaration emphasis strive open efficient inclusive providing borderless interoperable personalise userfriendly endto public service citizens business level public administration declaration usercentricity principle design delivery public service benchmark indepth analysis progress european public administration modernisation service provision delivers baseline progress action egovernment action plan benchmarked insight main highlight assessment egovernment service european union member iceland norway montenegro republic serbia switzerland turkey refer eu assessment service cover priority egovernment action plan,E-government
333,tanzania united agency international usaid maternal child survival program mcsp technical support ministry health gender elderly child mohcdgec region pilot immunization vaccine ivd program mohcdgec commission implementation study examine effectiveness vaccine management system vims improve immunisation programme data quality specific study objective determine change data quality vim compare data quality indicator vims pilot nonpilot district explore usability vim system vims user describe experience examine management experience staff nonvims district,Data Systems & Development
334,administer philippinesbased foundation education fit global network aim improve educational system expand understand learn fostering collaboration scale proven innovation focus learn scale learn analytics gamebased learn costeffectiveness learn innovation educational level global south asia latin america africa middle east,Digital Information Services
335,socalled forgotten rtbf refers removal search engine entire internet accessible user center international medium assistance cima national endowment democracy ned focus rtbf law jurisprudence impact accessibility produce future indepth author michael oghia contend constellation policy surround rtbf implementation threaten medium circulation objective highquality,Policy & Regulation or Digital Services
336,carry tactical collective tactical tech fund international centre idrc assumption enable sex worker india cambodia document violation amplify advocacy message fuller picture level geographical location perpetrator violence abuse discrimination sex worker sex worker collectivesadvocacy durbar mahila samanwaya committee dmsc india woman network unity wnu cambodia researcher undertook action goal empower sex worker organisation prevent respond address situation abuse violation discrimination encounter sex industry,Policy & Regulation or Digital Services
337,unescopearson initiative literacy improve livelihood study series highlight inclusive solution help people low skill low literacy level support skill ultimately improve livelihood contribution achieve sustainable goal education initiative click initially seek address indias maternal mortality rate mmr age mortality rate mira channel service reach reported woman adolescent girl child comprise originally mira channel app individual mira channel worker toolkit visit health worker chws analytics dashboard call miraphc connect generate mira channel data service provider timely action reduce maternal child mortality,Data Systems & Development
338,short study highlight blockchain platform improve people access selfsovereign identity gravity banqu bring level transparency distribution international aid disberse improve efficiency humanitarian cash transfer food programme wfps building block produce gsma identity programme mobile network operator mnos government demonstrate opportunity address barrier highlight mobile enabler identification,Digital Finance
339,social medium data phenotyping tool profile attitude behaviours health outcome people grow demonstrate performance phenotyping tool social medium data capacity support delivery personalised behaviour change improve health tool politics individual profiling manipulate purchase voting behaviour couple phenotyping tool behaviour change play positive role preventive medicine improve health behaviour potential risk unintended consequence embed behavioural social space,Digital Information Services
340,tactic represent call distributed attack expression press freedom crowd reliable redirect topic public discussion actor suppression statestheir proxy individual business model social medium corporation generate perverse incentive exacerbate problem mis disinformation lack transparency tech platform google facebook twitter distribute news traditional news making organisation reduce audience advertiser study ukraine turkey philippine bahrain china illustrate form distribute online censorship,Cybersecurity
341,myanmar book aid preservation foundation mbapf engage design train foster employability leadership skill young woman myanmar main objective train woman youth mobile literacy mil specialise leadership training girl age tech age girl tag programme summary prepare librarian advance mil ongoing support disseminate mil curriculum government initiative ict hop contribute economic myanmar transition,Digital Inclusion
342,produce imedia associate bill melinda gate foundation paper explores current emerge social medium channel drive behaviour change young men woman low socioeconomic author linda raftree examine peerreviewed literature grey literature nongovernmental organisation ngo evaluation industry framework guidance document article blog post order explore relevant social behaviour change communication sbcc theory model framework uncover learn current sbcc initiative identify practice common pitfall sbcc design lay practice safeguard monitor evaluation learn mel design sbcc initiative,Digital Inclusion
343,produce united agency international usaids flagship maternal child survival program mcsp supplement journal bmj global health share single multicountry experience utilising geographical system gi improve reproductive maternal newborn child adolescent health rmncah program outcome idea health survival woman child depend single package deliver level health system map track rmncah capture change wider health system performance,Data Systems & Development
344,communication core skill decisionmaking contraception female client passive participant family plan counsel health communication capacity collaborative hc family planning team leveraged power basic mobile develop health tool smart client beta life nigeria encourage talk provider partner contraceptive method clusterrandomised control trial rct assess exposure tool contraceptive ideation woman reproductive age kaduna city nigeria,Data Systems & Development
345,call improve quality data feature prominently national plan action global strategy global vaccine action plan gvap sound reliable enable effective health education training care efficient policy implementation resource allocation path pan american health organization paho design support campaign website immunisation strategy improve quality immunisation data,Data Systems & Development
346,grow international apply geospatial data immunisation programme strengthen lowresource setting nigeria global polio eradication initiative gpei apply geographical system gi nigeria track polio vaccination realtime monitoring team performance identify service gap bauchi sokoto nigeria primary health care agency sphcdas support maternal child survival program mcsp united agency international usaid develop improve routine immunisation ri microplanning gis paper detail develop map primary health centre phc catchment local government authority lgas document lesson learn,Digital Infrastructure Development
347,remain ensure health affirms retrench inequality gender draw literature search supplement commentary highlight key gender dynamic health blind spots bias transformative opportunity responsibility woman face structural social barrier inhibit participation health frequently position beneficiary opportunity shape fit overlook gender relation focus woman isolation reinforce address womens exclusion health worsen negative unanticipated consequence health opportunity transform gender relation gender intimate deeply structural form social inequality rarely change single initiative shortterm sustain support health system stakeholder level ensure transformative change actor replicate reinforced health system size prescriptive formula checklist incremental learn reflection nurture ownership respond unanticipated reaction transform gender multiple intersection inequality,Digital Inclusion
348,write framework action ensure gender diversity gender equality open source computer software source code freely public view edit redistribute intend contribute sustainable goal sdg examines experience woman open source software humanitarian international sector finding implicit gender bias free open source software floss lead impact alliance dial understand woman underrepresented feel conclude reformist conformist transformist recommendation stakeholder organization support woman cod open source employer conference organizer government funders build inclusive environment,Digital Inclusion
349,continue great risk opportunity humanitarian action ensure result harm humanitarian organisation develop implement appropriate data protection standard robust risk assessment understanding risk associate avoid mitigate study answer question accessible manner aim people humanitarian sphere knowledge understand risk involve paper discuss harm principle applies environment,Cybersecurity
350,series aim practical guidance strategic direction help medium organisation navigate transition best practice implement tool technique improve operation streamline guide design replace resource summarise current trend easily understandable link resource emphasis practical reallife,Digital Inclusion
351,launch pilot initiative seek explore tackle poverty gender inequality haiti employment strengthen internet connectivity product collaboration registro de direcciones de internet para amrica latina caribe lacnic international center idrc local partner ayitic global seek identify strategy increase access young woman age employment haiti build capacity field communication ict ayitic combination ayiti haitian creole tic french ict hop result online course trained teacher business strategy develop ensure great people young woman train employed economy,Data Systems & Development
352,feature action plan toolkit book investigation medias role social change social progress medium author production dissemination reception communication distribute institution associate production dissemination reception book product international collaboration author hail house discipline communication unites belief communication strategy practice deploy service global social progress,Digital Inclusion
353,universidad peruana cayetano heredia lima peru launch wawared support government effort improve maternal health tackle poor availability quality health data wawared wawa baby quechua red network spanish integrate electronic health record system pilot health centre district ventanilla ministerial order sign january support scaling wawared centre countrywide humid lowland zika virus continue spread ultimate goal wawared improve health service reach pregnant woman design prevent unnecessary death complication ensure health worker decisionmakers aware data collect analyse inform decision care,E-government
354,root holistic intersectional principle paper ideas stakeholder respond urgent inform policy promote regulatory autoregulatory mechanism national regional international level implement framework algorithmic transparency incorporate method third party audit promote medium literacy programme gender component focus build medium literacy woman girls encourage effort woman organisation medium online space amplify story ensure safe condition woman journalist professional medium telecommunication corporation organisation tackle online offline genderbased harassment violence immunity law,Digital Inclusion
355,gsma mhealth programme mnutrition initiative fund uk aid united kingdom uk department international dfid mobile network operator mnos mobile health sector stakeholder support launch scale mobile health mhealth service goal communication ict deliver lifesaving maternal newborn child health mnch nutrition woman family subsaharan african gsma mhealth frog altai consult key finding implementation mnutrition initiative mhealth service design nutrition behaviour change outcome,Data Systems & Development
356,humanitarian openstreetmap team manual design organisation tool respond refugee situation leverage open free map data humanitarian assistance literature review evaluate resource team write basic howto manual pick map humanitarian purpose,Digital Infrastructure Development
357,citizen journalism concern mobilisation ordinary untrained citizen order play active role medium consume key idea diverse citizen tool modern global distribution internet augment factcheck medium collaboration manual design familiarise citizen journalist core issue election ethic gender medium safety security fake news hate speech broad issue electoral system zimbabwe helpful citizen journalist interested livestreaming mobile reporting african,Digital Literacy
